Frame;time;X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3
245;2.45;0.137327;0.148973;0.125559;0.297635;0.148582;-0.046275;0.519993;0.785595;0.626665
246;2.46;0.13714;0.148983;0.125517;0.29792;0.148619;-0.045844;0.522025;0.785938;0.629143
247;2.47;0.136961;0.148973;0.125334;0.298286;0.148556;-0.045515;0.524224;0.786212;0.631743
248;2.48;0.136805;0.148955;0.125018;0.298684;0.148575;-0.045265;0.526271;0.786662;0.634147
249;2.49;0.136571;0.149004;0.124775;0.299134;0.148485;-0.045079;0.528601;0.78704;0.636639
250;2.5;0.136351;0.148962;0.124585;0.299468;0.148469;-0.044696;0.530768;0.787449;0.639015
251;2.51;0.136155;0.148985;0.124485;0.299785;0.148476;-0.044316;0.53311;0.787942;0.641465
252;2.52;0.136042;0.148965;0.124453;0.300076;0.148498;-0.043953;0.535371;0.788506;0.64385
253;2.53;0.135926;0.148981;0.124353;0.300346;0.148469;-0.043577;0.53773;0.788934;0.646256
254;2.54;0.135671;0.148986;0.124128;0.300632;0.148509;-0.043285;0.540109;0.789372;0.648852
255;2.55;0.135261;0.148947;0.123906;0.300833;0.148536;-0.043003;0.542408;0.789869;0.651446
256;2.56;0.135119;0.14896;0.123793;0.301083;0.148547;-0.042725;0.544905;0.790413;0.65404
